id	feature_types	read1	read2	lane_number	subsample_rate
WPPm048hrs_rep1	Gene Expression	data/Sample_1/Sample_1-SCI7T003-SCI5T003_22FVLJLT4_S1_L001_R1_001.fastq.gz	data/Sample_1/Sample_1-SCI7T003-SCI5T003_22FVLJLT4_S1_L001_R2_001.fastq.gz	1	
WPPm048hrs_rep1	Gene Expression	data/Sample_1/Sample_1-SCI7T003-SCI5T003_22FYLKLT4_S24_L005_R1_001.fastq.gz	data/Sample_1/Sample_1-SCI7T003-SCI5T003_22FYLKLT4_S24_L005_R2_001.fastq.gz	2	
WPPm048hrs_rep1	Gene Expression	data/Sample_1/Sample_1-SCI7T003-SCI5T003_22G25CLT4_S1_L003_R1_001.fastq.gz	data/Sample_1/Sample_1-SCI7T003-SCI5T003_22G25CLT4_S1_L003_R2_001.fastq.gz	3	
WPPm048hrs_rep1	Gene Expression	data/Sample_1/Sample_1-SCI7T003-SCI5T003_22GF2KLT4_S1_L001_R1_001.fastq.gz	data/Sample_1/Sample_1-SCI7T003-SCI5T003_22GF2KLT4_S1_L001_R2_001.fastq.gz	4	
WPPm048hrs_rep1	Gene Expression	data/Sample_1/Sample_1-SCI7T003-SCI5T003_22GF2KLT4_S1_L002_R1_001.fastq.gz	data/Sample_1/Sample_1-SCI7T003-SCI5T003_22GF2KLT4_S1_L002_R2_001.fastq.gz	5	
WPPm048hrs_rep1	Gene Expression	data/Sample_1/Sample_1-SCI7T003-SCI5T003_22GF2KLT4_S1_L003_R1_001.fastq.gz	data/Sample_1/Sample_1-SCI7T003-SCI5T003_22GF2KLT4_S1_L003_R2_001.fastq.gz	6	
WPPm048hrs_rep1	Gene Expression	data/Sample_1/Sample_1-SCI7T003-SCI5T003_22GF2KLT4_S1_L004_R1_001.fastq.gz	data/Sample_1/Sample_1-SCI7T003-SCI5T003_22GF2KLT4_S1_L004_R2_001.fastq.gz	7	
WPPm048hrs_rep1	Gene Expression	data/Sample_1/Sample_1-SCI7T003-SCI5T003_22GF2KLT4_S1_L005_R1_001.fastq.gz	data/Sample_1/Sample_1-SCI7T003-SCI5T003_22GF2KLT4_S1_L005_R2_001.fastq.gz	8	
WPPm024hrs_rep1	Gene Expression	data/Sample_2/Sample_2-SCI7T015-SCI5T015_22FVLJLT4_S2_L001_R1_001.fastq.gz	data/Sample_2/Sample_2-SCI7T015-SCI5T015_22FVLJLT4_S2_L001_R2_001.fastq.gz	1	
WPPm024hrs_rep1	Gene Expression	data/Sample_2/Sample_2-SCI7T015-SCI5T015_22GF2KLT4_S2_L001_R1_001.fastq.gz	data/Sample_2/Sample_2-SCI7T015-SCI5T015_22GF2KLT4_S2_L001_R2_001.fastq.gz	2	
WPPm024hrs_rep1	Gene Expression	data/Sample_2/Sample_2-SCI7T015-SCI5T015_22GF2KLT4_S2_L002_R1_001.fastq.gz	data/Sample_2/Sample_2-SCI7T015-SCI5T015_22GF2KLT4_S2_L002_R2_001.fastq.gz	3	
WPPm024hrs_rep1	Gene Expression	data/Sample_2/Sample_2-SCI7T015-SCI5T015_22GF2KLT4_S2_L003_R1_001.fastq.gz	data/Sample_2/Sample_2-SCI7T015-SCI5T015_22GF2KLT4_S2_L003_R2_001.fastq.gz	4	
WPPm024hrs_rep1	Gene Expression	data/Sample_2/Sample_2-SCI7T015-SCI5T015_22GF2KLT4_S2_L004_R1_001.fastq.gz	data/Sample_2/Sample_2-SCI7T015-SCI5T015_22GF2KLT4_S2_L004_R2_001.fastq.gz	5	
WPPm024hrs_rep1	Gene Expression	data/Sample_2/Sample_2-SCI7T015-SCI5T015_22GF2KLT4_S2_L005_R1_001.fastq.gz	data/Sample_2/Sample_2-SCI7T015-SCI5T015_22GF2KLT4_S2_L005_R2_001.fastq.gz	6	
WPPp000hrs_rep1	Gene Expression	data/Sample_3/Sample_3-SCI7T027-SCI5T027_22FVLJLT4_S3_L001_R1_001.fastq.gz	data/Sample_3/Sample_3-SCI7T027-SCI5T027_22FVLJLT4_S3_L001_R2_001.fastq.gz	1	
WPPp000hrs_rep1	Gene Expression	data/Sample_3/Sample_3-SCI7T027-SCI5T027_22GF2KLT4_S3_L001_R1_001.fastq.gz	data/Sample_3/Sample_3-SCI7T027-SCI5T027_22GF2KLT4_S3_L001_R2_001.fastq.gz	2	
WPPp000hrs_rep1	Gene Expression	data/Sample_3/Sample_3-SCI7T027-SCI5T027_22GF2KLT4_S3_L002_R1_001.fastq.gz	data/Sample_3/Sample_3-SCI7T027-SCI5T027_22GF2KLT4_S3_L002_R2_001.fastq.gz	3	
WPPp000hrs_rep1	Gene Expression	data/Sample_3/Sample_3-SCI7T027-SCI5T027_22GF2KLT4_S3_L003_R1_001.fastq.gz	data/Sample_3/Sample_3-SCI7T027-SCI5T027_22GF2KLT4_S3_L003_R2_001.fastq.gz	4	
WPPp000hrs_rep1	Gene Expression	data/Sample_3/Sample_3-SCI7T027-SCI5T027_22GF2KLT4_S3_L004_R1_001.fastq.gz	data/Sample_3/Sample_3-SCI7T027-SCI5T027_22GF2KLT4_S3_L004_R2_001.fastq.gz	5	
WPPp000hrs_rep1	Gene Expression	data/Sample_3/Sample_3-SCI7T027-SCI5T027_22GF2KLT4_S3_L005_R1_001.fastq.gz	data/Sample_3/Sample_3-SCI7T027-SCI5T027_22GF2KLT4_S3_L005_R2_001.fastq.gz	6	
WPPp024hrs_rep1	Gene Expression	data/Sample_4/Sample_4-SCI7T039-SCI5T039_22FVLJLT4_S4_L001_R1_001.fastq.gz	data/Sample_4/Sample_4-SCI7T039-SCI5T039_22FVLJLT4_S4_L001_R2_001.fastq.gz	1	
WPPp024hrs_rep1	Gene Expression	data/Sample_4/Sample_4-SCI7T039-SCI5T039_22GF2KLT4_S4_L001_R1_001.fastq.gz	data/Sample_4/Sample_4-SCI7T039-SCI5T039_22GF2KLT4_S4_L001_R2_001.fastq.gz	2	
WPPp024hrs_rep1	Gene Expression	data/Sample_4/Sample_4-SCI7T039-SCI5T039_22GF2KLT4_S4_L002_R1_001.fastq.gz	data/Sample_4/Sample_4-SCI7T039-SCI5T039_22GF2KLT4_S4_L002_R2_001.fastq.gz	3	
WPPp024hrs_rep1	Gene Expression	data/Sample_4/Sample_4-SCI7T039-SCI5T039_22GF2KLT4_S4_L003_R1_001.fastq.gz	data/Sample_4/Sample_4-SCI7T039-SCI5T039_22GF2KLT4_S4_L003_R2_001.fastq.gz	4	
WPPp024hrs_rep1	Gene Expression	data/Sample_4/Sample_4-SCI7T039-SCI5T039_22GF2KLT4_S4_L004_R1_001.fastq.gz	data/Sample_4/Sample_4-SCI7T039-SCI5T039_22GF2KLT4_S4_L004_R2_001.fastq.gz	5	
WPPp024hrs_rep1	Gene Expression	data/Sample_4/Sample_4-SCI7T039-SCI5T039_22GF2KLT4_S4_L005_R1_001.fastq.gz	data/Sample_4/Sample_4-SCI7T039-SCI5T039_22GF2KLT4_S4_L005_R2_001.fastq.gz	6	
WPPp048hrs_rep1	Gene Expression	data/Sample_5/Sample_5-SCI7T051-SCI5T051_22FVLJLT4_S5_L001_R1_001.fastq.gz	data/Sample_5/Sample_5-SCI7T051-SCI5T051_22FVLJLT4_S5_L001_R2_001.fastq.gz	1	
WPPp048hrs_rep1	Gene Expression	data/Sample_5/Sample_5-SCI7T051-SCI5T051_22FYLKLT4_S25_L005_R1_001.fastq.gz	data/Sample_5/Sample_5-SCI7T051-SCI5T051_22FYLKLT4_S25_L005_R2_001.fastq.gz	2	
WPPp048hrs_rep1	Gene Expression	data/Sample_5/Sample_5-SCI7T051-SCI5T051_22G25CLT4_S2_L003_R1_001.fastq.gz	data/Sample_5/Sample_5-SCI7T051-SCI5T051_22G25CLT4_S2_L003_R2_001.fastq.gz	3	
WPPp048hrs_rep1	Gene Expression	data/Sample_5/Sample_5-SCI7T051-SCI5T051_22GF2KLT4_S5_L001_R1_001.fastq.gz	data/Sample_5/Sample_5-SCI7T051-SCI5T051_22GF2KLT4_S5_L001_R2_001.fastq.gz	4	
WPPp048hrs_rep1	Gene Expression	data/Sample_5/Sample_5-SCI7T051-SCI5T051_22GF2KLT4_S5_L002_R1_001.fastq.gz	data/Sample_5/Sample_5-SCI7T051-SCI5T051_22GF2KLT4_S5_L002_R2_001.fastq.gz	5	
WPPp048hrs_rep1	Gene Expression	data/Sample_5/Sample_5-SCI7T051-SCI5T051_22GF2KLT4_S5_L003_R1_001.fastq.gz	data/Sample_5/Sample_5-SCI7T051-SCI5T051_22GF2KLT4_S5_L003_R2_001.fastq.gz	6	
WPPp048hrs_rep1	Gene Expression	data/Sample_5/Sample_5-SCI7T051-SCI5T051_22GF2KLT4_S5_L004_R1_001.fastq.gz	data/Sample_5/Sample_5-SCI7T051-SCI5T051_22GF2KLT4_S5_L004_R2_001.fastq.gz	7	
WPPp048hrs_rep1	Gene Expression	data/Sample_5/Sample_5-SCI7T051-SCI5T051_22GF2KLT4_S5_L005_R1_001.fastq.gz	data/Sample_5/Sample_5-SCI7T051-SCI5T051_22GF2KLT4_S5_L005_R2_001.fastq.gz	8	
WPPp072hrs_rep1	Gene Expression	data/Sample_6/Sample_6-SCI7T063-SCI5T063_22FVLJLT4_S6_L001_R1_001.fastq.gz	data/Sample_6/Sample_6-SCI7T063-SCI5T063_22FVLJLT4_S6_L001_R2_001.fastq.gz	1	
WPPp072hrs_rep1	Gene Expression	data/Sample_6/Sample_6-SCI7T063-SCI5T063_22GF2KLT4_S6_L001_R1_001.fastq.gz	data/Sample_6/Sample_6-SCI7T063-SCI5T063_22GF2KLT4_S6_L001_R2_001.fastq.gz	2	
WPPp072hrs_rep1	Gene Expression	data/Sample_6/Sample_6-SCI7T063-SCI5T063_22GF2KLT4_S6_L002_R1_001.fastq.gz	data/Sample_6/Sample_6-SCI7T063-SCI5T063_22GF2KLT4_S6_L002_R2_001.fastq.gz	3	
WPPp072hrs_rep1	Gene Expression	data/Sample_6/Sample_6-SCI7T063-SCI5T063_22GF2KLT4_S6_L003_R1_001.fastq.gz	data/Sample_6/Sample_6-SCI7T063-SCI5T063_22GF2KLT4_S6_L003_R2_001.fastq.gz	4	
WPPp072hrs_rep1	Gene Expression	data/Sample_6/Sample_6-SCI7T063-SCI5T063_22GF2KLT4_S6_L004_R1_001.fastq.gz	data/Sample_6/Sample_6-SCI7T063-SCI5T063_22GF2KLT4_S6_L004_R2_001.fastq.gz	5	
